creator_id,creator_name,category,followers,videos_this_month,follower_growth_rate,avg_views_per_video,engagement_rate,reject_rate,tier
CR795,Kiều Channel 38,Du lịch & Đời sống,24318,30,-0.78%,7476,2.43%,1.79%,Tier 3
CR796,Đức Vlog 13,Du lịch & Đời sống,2525,56,-3.70%,200,5.16%,21.23%,Mass
CR797,Quỳnh Official 65,Giáo dục & Kiến thức,30355,56,13.80%,1800,9.02%,1.61%,Tier 3
CR798,Nam Tv 89,Du lịch & Đời sống,37683,33,22.27%,10647,5.78%,18.65%,Tier 3
CR799,Tuấn Beauty 91,Giáo dục & Kiến thức,28701,57,15.08%,9221,5.43%,0.65%,Tier 3
CR800,Trang Tv 55,Giải trí,2579,52,-3.49%,959,8.00%,29.92%,Mass
CR801,Quỳnh Tv 58,Công nghệ,1044232,68,17.85%,193325,7.61%,3.79%,Tier 1
CR802,Tuấn Official 23,Du lịch & Đời sống,310208,6,11.12%,34627,3.19%,21.26%,Tier 2
CR803,Hà Tips 23,Công nghệ,1074577,105,13.64%,320083,7.04%,9.68%,Tier 1
CR804,Tuấn Review 60,Du lịch & Đời sống,14751,17,13.42%,3705,3.69%,7.22%,Tier 3
CR805,Trang Tips 84,Du lịch & Đời sống,2457,45,1.88%,1131,10.55%,16.08%,Mass
CR806,Hà Vlog 69,Công nghệ,403411,7,13.55%,82613,8.66%,2.71%,Tier 2
CR807,Minh Studio 23,Giáo dục & Kiến thức,1007212,2,-1.30%,221898,4.84%,25.08%,Tier 2
CR808,Hà Review 10,Ẩm thực,37300,47,6.04%,6067,7.30%,10.29%,Tier 3
CR809,Hà Makeup 60,Thời trang & Làm đẹp,2380476,1,10.76%,687424,8.61%,18.54%,Tier 2
CR810,Đức Makeup 92,Thời trang & Làm đẹp,25078,35,0.02%,7887,9.85%,3.65%,Tier 3
CR811,Kiên Review 67,Giải trí,2273533,90,22.58%,511352,1.32%,40.98%,Tier 1
CR812,Lan Studio 47,Công nghệ,34045,57,2.54%,10300,10.16%,26.21%,Tier 3
CR813,Đức Vlog 51,Công nghệ,12114,53,14.18%,869,8.47%,23.14%,Tier 3
CR814,Bình Makeup 10,Giải trí,14589,24,-4.59%,882,6.54%,3.71%,Tier 3
CR815,Trang Channel 62,Thời trang & Làm đẹp,2132140,3,15.20%,649382,11.24%,21.84%,Tier 2
CR816,Hoàng Makeup 28,Thời trang & Làm đẹp,751252,10,19.07%,249098,4.58%,17.70%,Tier 2
CR817,Quỳnh Studio 94,Công nghệ,171704,6,8.45%,34138,6.94%,15.04%,Tier 2
CR818,Trang Official 52,Giải trí,8954,49,15.74%,1022,3.64%,22.65%,Mass
CR819,Tuấn Official 35,Du lịch & Đời sống,12366,60,18.48%,2067,3.58%,12.18%,Tier 3
CR820,Kiên Tips 63,Giải trí,12145,56,1.57%,2849,7.54%,5.75%,Tier 3
CR821,Lan Official 58,Giáo dục & Kiến thức,4808,5,6.59%,290,6.49%,3.44%,Mass
CR822,Nam Vlog 42,Giáo dục & Kiến thức,92685,68,13.03%,29319,1.40%,4.53%,Tier 2
CR823,Bình Studio 99,Giáo dục & Kiến thức,45213,31,10.36%,10111,5.44%,6.74%,Tier 3
CR824,Trang Tech 57,Thời trang & Làm đẹp,404774,52,20.69%,72916,5.98%,7.25%,Tier 1
CR825,Hà Beauty 76,Ẩm thực,1512924,111,5.80%,215901,9.02%,69.32%,Tier 1
CR826,Lan Tips 29,Giải trí,68960,29,-3.94%,13640,7.82%,18.88%,Tier 2
CR827,Hoàng Studio 67,Giáo dục & Kiến thức,2429,47,-3.43%,1045,7.40%,0.24%,Mass
CR828,Đức Official 56,Giải trí,4185,16,13.44%,661,2.04%,4.58%,Mass
CR829,Hà Tips 11,Du lịch & Đời sống,26013,33,8.26%,6354,9.66%,0.63%,Tier 3
CR830,Hà Beauty 60,Giáo dục & Kiến thức,5162,40,3.00%,958,7.78%,20.09%,Mass
CR831,An Beauty 85,Giải trí,2572292,1,-4.34%,654748,4.72%,14.90%,Tier 2
CR832,Quỳnh Vlog 25,Giáo dục & Kiến thức,86990,57,14.59%,8734,6.18%,12.56%,Tier 2
CR833,Hà Tech 13,Ẩm thực,31107,28,18.19%,8211,1.25%,14.54%,Tier 3
CR834,Linh Beauty 77,Giải trí,2944734,14,2.77%,411851,3.14%,29.10%,Tier 2
CR835,Kiều Tech 18,Giải trí,17402,19,-1.16%,1915,10.67%,25.52%,Tier 3
CR836,Minh Food 25,Du lịch & Đời sống,33610,23,11.97%,7041,3.94%,11.21%,Tier 3
CR837,Lan Studio 69,Ẩm thực,34999,48,12.82%,10034,7.72%,9.27%,Tier 3
CR838,Hoàng Studio 82,Giải trí,45383,54,12.50%,9769,7.44%,18.76%,Tier 3
CR839,Trang Beauty 18,Du lịch & Đời sống,15729,59,10.16%,3386,9.51%,0.31%,Tier 3
CR840,Lan Tv 44,Giải trí,88422,59,8.51%,8574,9.42%,16.38%,Tier 2
CR841,Tuấn Studio 83,Giải trí,98487,50,-1.83%,28443,10.24%,7.87%,Tier 2
CR842,Tuấn Official 16,Giải trí,13964,53,19.61%,2040,11.55%,11.53%,Tier 3
CR843,Kiên Studio 19,Du lịch & Đời sống,90587,64,21.95%,20002,8.59%,18.88%,Tier 2
CR844,Tuấn Studio 54,Du lịch & Đời sống,79629,35,18.60%,24297,7.42%,19.00%,Tier 2
CR845,Minh Studio 51,Thời trang & Làm đẹp,26903,39,21.55%,1600,10.25%,21.89%,Tier 3
CR846,Quỳnh Makeup 50,Giáo dục & Kiến thức,70310,63,3.47%,23925,8.04%,3.28%,Tier 2
CR847,Minh Tv 18,Ẩm thực,11381,55,20.31%,2826,6.21%,10.24%,Tier 3
CR848,Minh Tips 93,Giải trí,48742,18,3.62%,8883,6.44%,26.09%,Tier 3
CR849,Minh Tv 29,Giáo dục & Kiến thức,81135,41,-3.45%,14187,2.60%,16.01%,Tier 2
CR850,Hà Vlog 61,Công nghệ,43714,45,8.14%,5573,10.84%,0.13%,Tier 3
CR851,Bình Review 46,Ẩm thực,18458,51,10.34%,6407,11.67%,17.36%,Tier 3
CR852,Bình Vlog 61,Thời trang & Làm đẹp,37146,76,5.38%,6311,9.97%,47.21%,Tier 3
CR853,Minh Food 16,Giáo dục & Kiến thức,50535,60,15.66%,13335,2.58%,18.42%,Tier 2
CR854,Lan Review 26,Giải trí,597301,32,-3.84%,186180,5.28%,35.48%,Tier 2
CR855,Linh Tips 60,Giải trí,36468,29,2.49%,3507,8.81%,3.07%,Tier 3
CR856,Kiên Makeup 28,Công nghệ,19642,38,20.90%,4391,3.92%,6.92%,Tier 3
CR857,Đức Official 57,Giáo dục & Kiến thức,42506,32,15.11%,15158,11.80%,18.63%,Tier 3
CR858,Hoàng Channel 64,Giáo dục & Kiến thức,660738,85,19.36%,205873,11.83%,46.14%,Tier 1
CR859,Lan Food 33,Du lịch & Đời sống,1791397,117,3.19%,621696,2.87%,44.12%,Tier 1
CR860,Linh Official 60,Công nghệ,67546,53,5.64%,18133,3.28%,3.25%,Tier 2
CR861,Nam Review 65,Du lịch & Đời sống,16936,18,13.77%,5821,11.21%,0.63%,Tier 3
CR862,Nam Studio 22,Thời trang & Làm đẹp,11600,57,-4.81%,1404,3.01%,1.81%,Tier 3
CR863,Minh Food 24,Giáo dục & Kiến thức,90333,78,-3.86%,24273,10.62%,8.56%,Tier 2
CR864,Trang Channel 76,Giáo dục & Kiến thức,68557,68,-3.45%,3942,9.80%,14.79%,Tier 2
CR865,Lan Makeup 85,Ẩm thực,2756181,92,18.18%,162353,5.16%,59.21%,Tier 1
CR866,Đức Vlog 17,Du lịch & Đời sống,1884785,3,13.12%,130221,1.35%,16.19%,Tier 2
CR867,Lan Tips 53,Giải trí,39784,38,4.31%,2129,2.86%,8.81%,Tier 3
CR868,Hà Review 63,Du lịch & Đời sống,43529,35,0.26%,4122,3.08%,11.97%,Tier 3
CR869,Hà Tips 23,Thời trang & Làm đẹp,21957,31,17.03%,3300,11.71%,20.63%,Tier 3
CR870,Bình Official 54,Giải trí,10641,39,-1.53%,2045,3.29%,4.23%,Tier 3
CR871,Kiên Tech 88,Công nghệ,88859,80,18.11%,7562,7.86%,19.81%,Tier 2
CR872,Kiều Channel 87,Giải trí,1935,12,14.89%,535,10.90%,14.99%,Mass
CR873,Quỳnh Tech 84,Giải trí,97508,61,12.14%,8725,10.05%,7.16%,Tier 2
CR874,Nam Food 56,Công nghệ,1386952,1,17.48%,441506,10.85%,21.28%,Tier 2
CR875,Lan Studio 33,Du lịch & Đời sống,21706,42,4.41%,5975,2.40%,4.85%,Tier 3
CR876,Đức Tech 77,Thời trang & Làm đẹp,25284,33,4.88%,5916,4.16%,5.79%,Tier 3
CR877,Linh Tech 87,Công nghệ,2333084,46,22.30%,572436,6.48%,34.22%,Tier 2
CR878,Nam Tech 76,Giáo dục & Kiến thức,9051,12,6.22%,1180,3.18%,3.69%,Mass
CR879,An Official 95,Giáo dục & Kiến thức,9929,38,19.74%,2932,11.33%,9.35%,Mass
CR880,Lan Tips 43,Du lịch & Đời sống,81837,34,11.81%,6972,11.59%,7.03%,Tier 2
CR881,Đức Official 76,Giải trí,51246,36,5.67%,7477,4.77%,15.01%,Tier 2
CR882,Kiều Tv 75,Du lịch & Đời sống,42402,53,-2.97%,4376,1.90%,3.46%,Tier 3
CR883,Trang Beauty 93,Giải trí,1449327,53,8.86%,126275,6.18%,47.97%,Tier 1
CR884,Tuấn Beauty 98,Thời trang & Làm đẹp,24326,16,2.32%,2092,2.09%,13.89%,Tier 3
CR885,Trang Food 48,Du lịch & Đời sống,90406,72,3.05%,30941,3.47%,11.95%,Tier 2
CR886,Linh Tech 87,Giải trí,2807121,84,7.35%,673574,11.27%,69.76%,Tier 1
CR887,Đức Channel 44,Du lịch & Đời sống,43866,33,12.97%,2612,11.34%,17.43%,Tier 3
CR888,Đức Tech 34,Du lịch & Đời sống,33342,23,2.98%,2870,10.32%,4.47%,Tier 3
CR889,Hà Food 63,Giáo dục & Kiến thức,45372,33,3.07%,5685,10.09%,25.31%,Tier 3
CR890,Đức Studio 90,Thời trang & Làm đẹp,75353,57,0.37%,8066,7.84%,19.78%,Tier 2
CR891,Hoàng Makeup 48,Thời trang & Làm đẹp,1248439,105,11.56%,97041,11.62%,3.98%,Tier 1
CR892,Kiều Tips 86,Công nghệ,41686,43,3.41%,8948,6.85%,17.26%,Tier 3
CR893,Quỳnh Official 65,Ẩm thực,1850928,9,20.03%,109659,11.89%,23.72%,Tier 2
CR894,Linh Channel 54,Giáo dục & Kiến thức,18610,40,22.59%,4203,5.90%,1.53%,Tier 3
CR895,Minh Official 99,Ẩm thực,1738616,110,1.05%,500358,6.43%,49.21%,Tier 1
CR896,Hà Food 45,Giải trí,41844,52,-2.15%,8029,2.85%,27.94%,Tier 3
CR897,Minh Channel 51,Ẩm thực,29263,35,19.59%,1643,7.79%,9.15%,Tier 3
CR898,Tuấn Makeup 42,Ẩm thực,43950,54,2.54%,4424,5.03%,21.31%,Tier 3
CR899,Hoàng Makeup 16,Giải trí,1453898,75,18.33%,288805,6.91%,38.80%,Tier 1
CR900,Đức Tv 29,Thời trang & Làm đẹp,55468,39,6.38%,16045,8.79%,5.03%,Tier 2
CR901,Quỳnh Makeup 33,Ẩm thực,14756,21,7.60%,4735,4.24%,19.58%,Tier 3
CR902,Linh Studio 96,Ẩm thực,2822890,86,18.82%,374671,7.73%,33.42%,Tier 1
CR903,Nam Beauty 37,Ẩm thực,28635,32,7.58%,8863,9.77%,15.49%,Tier 3
CR904,Linh Studio 89,Giáo dục & Kiến thức,23851,44,14.62%,6345,10.48%,3.62%,Tier 3
CR905,Kiên Beauty 44,Du lịch & Đời sống,10060,36,0.56%,2896,11.54%,11.53%,Tier 3
CR906,Nam Beauty 84,Giải trí,1465222,9,11.67%,419163,5.95%,4.65%,Tier 2
CR907,Nam Beauty 37,Giáo dục & Kiến thức,84666,64,4.62%,15938,7.86%,13.71%,Tier 2
CR908,Linh Vlog 50,Công nghệ,11341,34,19.86%,2151,8.23%,12.43%,Tier 3
CR909,Minh Vlog 65,Thời trang & Làm đẹp,18808,56,14.45%,2431,5.45%,23.79%,Tier 3
CR910,Kiều Beauty 79,Công nghệ,3185040,50,0.67%,480368,10.16%,64.52%,Tier 1
CR911,Minh Tech 51,Giáo dục & Kiến thức,2333038,8,-0.70%,388224,8.02%,14.00%,Tier 2
CR912,An Food 81,Giải trí,1504499,5,10.32%,383477,3.38%,12.05%,Tier 2
CR913,Nam Official 98,Công nghệ,80817,57,19.13%,4638,9.57%,19.19%,Tier 2
CR914,An Vlog 17,Giải trí,2687638,2,-2.66%,502997,8.23%,28.99%,Tier 2
CR915,Nam Tv 71,Công nghệ,2669923,108,14.13%,585813,3.11%,79.50%,Tier 1
CR916,Kiều Channel 31,Ẩm thực,41186,29,13.65%,3750,6.10%,11.02%,Tier 3
CR917,Bình Tips 34,Ẩm thực,48653,51,16.08%,14766,8.76%,21.31%,Tier 3
CR918,Linh Makeup 27,Thời trang & Làm đẹp,463825,5,16.36%,93321,6.53%,7.15%,Tier 2
CR919,Hà Tech 52,Thời trang & Làm đẹp,2943,35,4.02%,1432,5.02%,24.08%,Mass
CR920,Kiều Vlog 31,Giáo dục & Kiến thức,17011,48,5.55%,2526,4.25%,18.39%,Tier 3
CR921,Kiều Channel 14,Giải trí,33541,46,-1.14%,4862,3.11%,28.85%,Tier 3
CR922,An Beauty 39,Ẩm thực,27960,13,16.07%,2291,6.72%,11.31%,Mass
CR923,Kiên Channel 75,Thời trang & Làm đẹp,33956,50,9.62%,11277,6.98%,9.44%,Tier 3
CR924,An Channel 26,Du lịch & Đời sống,17301,50,3.49%,1087,9.20%,1.89%,Tier 3
CR925,Đức Tips 76,Du lịch & Đời sống,14905,44,14.14%,1045,8.71%,23.88%,Tier 3
CR926,Trang Food 74,Công nghệ,2683896,51,6.06%,633403,6.30%,73.90%,Tier 1
CR927,Đức Studio 66,Giải trí,15894,19,8.38%,4501,10.76%,29.45%,Tier 3
CR928,Đức Channel 50,Công nghệ,1226749,85,13.35%,144778,10.25%,39.29%,Tier 1
CR929,Tuấn Tips 52,Ẩm thực,81601,48,-3.91%,14669,4.55%,13.53%,Tier 2
CR930,Hà Tech 26,Công nghệ,16040,16,14.85%,3148,3.70%,15.64%,Tier 3
CR931,Kiều Channel 63,Công nghệ,99567,69,8.32%,5426,5.48%,17.68%,Tier 2
CR932,Nam Official 97,Ẩm thực,4335,35,4.14%,200,2.81%,24.50%,Mass
CR933,Tuấn Vlog 53,Ẩm thực,22797,34,-0.66%,5633,8.98%,18.89%,Tier 3
CR934,Kiều Channel 88,Thời trang & Làm đẹp,1572746,8,10.15%,216514,10.54%,10.83%,Tier 2
CR935,Linh Review 78,Thời trang & Làm đẹp,2806283,4,10.66%,368028,3.80%,6.50%,Tier 2
CR936,Tuấn Channel 34,Thời trang & Làm đẹp,4966,17,-1.32%,885,11.51%,21.62%,Mass
CR937,Lan Review 96,Thời trang & Làm đẹp,29972,48,16.72%,6570,11.21%,6.43%,Tier 3
CR938,Tuấn Tv 67,Du lịch & Đời sống,44499,43,18.04%,9645,10.97%,12.09%,Tier 3
CR939,Kiên Tech 10,Ẩm thực,26105,26,-3.99%,6715,6.84%,13.73%,Tier 3
CR940,An Food 24,Ẩm thực,26177,48,-2.40%,3492,5.10%,19.38%,Tier 3
CR941,Trang Food 32,Giáo dục & Kiến thức,1772,33,19.29%,200,6.07%,1.36%,Mass
CR942,Tuấn Food 37,Ẩm thực,16120,20,17.24%,1141,9.79%,7.87%,Tier 3
CR943,Hà Food 80,Giải trí,11496,32,15.59%,2798,8.92%,23.37%,Tier 3
CR944,Bình Vlog 25,Giáo dục & Kiến thức,2456886,86,12.05%,305668,3.72%,39.52%,Tier 1
CR945,Trang Makeup 23,Ẩm thực,63914,50,-0.40%,10993,3.40%,6.11%,Tier 2
CR946,Trang Tech 49,Ẩm thực,94911,56,-2.62%,11443,9.56%,0.23%,Tier 2
CR947,Lan Tv 97,Giải trí,13120,2,9.68%,1867,4.91%,8.25%,Mass
CR948,Đức Tech 91,Ẩm thực,48510,46,15.44%,8336,9.68%,1.37%,Tier 3
CR949,Minh Food 32,Ẩm thực,17020,29,-2.20%,2659,9.64%,0.92%,Tier 3
CR950,Tuấn Tech 88,Thời trang & Làm đẹp,17567,57,18.74%,3434,5.14%,18.93%,Tier 3
CR951,Kiều Food 13,Thời trang & Làm đẹp,82028,65,13.56%,19946,3.71%,2.23%,Tier 2
CR952,Tuấn Official 33,Công nghệ,126658,5,-2.03%,33454,6.42%,26.86%,Tier 2
CR953,Kiên Review 86,Ẩm thực,78011,46,15.97%,21770,11.26%,11.26%,Tier 2
CR954,Kiều Review 89,Du lịch & Đời sống,47166,17,-3.72%,5992,10.18%,4.00%,Tier 3
CR955,Minh Beauty 10,Giải trí,11819,39,17.99%,2110,7.73%,7.53%,Tier 3
CR956,Minh Tips 26,Du lịch & Đời sống,10837,46,-0.53%,2950,7.99%,5.94%,Tier 3
CR957,Lan Tech 99,Ẩm thực,46709,49,-0.26%,7996,10.61%,12.09%,Tier 3
CR958,Kiên Tv 47,Thời trang & Làm đẹp,23380,59,5.83%,4542,4.79%,5.58%,Tier 3
CR959,Quỳnh Channel 65,Ẩm thực,17246,18,18.37%,5210,4.71%,21.08%,Tier 3
CR960,Hoàng Beauty 86,Giải trí,815653,55,17.36%,243258,2.46%,8.75%,Tier 1
CR961,Hoàng Vlog 88,Công nghệ,359612,57,18.29%,78628,8.51%,7.72%,Tier 1
CR962,Kiên Tv 25,Du lịch & Đời sống,292844,3,7.70%,45150,6.38%,26.91%,Tier 2
CR963,Lan Channel 44,Công nghệ,3209323,10,15.83%,199153,7.84%,6.21%,Tier 2
CR964,Tuấn Channel 62,Du lịch & Đời sống,3077238,99,0.52%,864864,3.25%,36.84%,Tier 1
CR965,Nam Channel 16,Ẩm thực,33323,16,14.21%,4804,4.73%,6.95%,Tier 3
CR966,Linh Food 99,Ẩm thực,78381,50,17.54%,23681,10.78%,13.60%,Tier 2
CR967,Trang Makeup 22,Giáo dục & Kiến thức,58050,71,10.72%,11097,8.58%,9.68%,Tier 2
CR968,Kiên Channel 35,Ẩm thực,74501,68,20.87%,7343,3.38%,4.82%,Tier 2
CR969,Kiên Tv 43,Thời trang & Làm đẹp,47093,33,8.14%,15054,1.86%,9.22%,Tier 3
CR970,Linh Makeup 92,Giải trí,48334,25,8.33%,5128,7.71%,27.59%,Tier 3
CR971,An Vlog 70,Ẩm thực,45260,29,0.70%,13585,9.07%,20.64%,Tier 3
CR972,Minh Official 44,Công nghệ,963938,19,10.44%,124137,7.96%,54.96%,Tier 2
CR973,An Official 45,Giải trí,3316435,62,17.18%,600070,11.83%,63.94%,Tier 1
CR974,Tuấn Tech 43,Du lịch & Đời sống,21362,57,5.40%,6659,2.99%,22.21%,Tier 3
CR975,Linh Makeup 68,Du lịch & Đời sống,88421,33,-1.27%,25319,1.47%,17.73%,Tier 2
CR976,Linh Vlog 89,Thời trang & Làm đẹp,1915895,3,-1.90%,494393,5.86%,16.83%,Tier 2
CR977,Đức Makeup 90,Thời trang & Làm đẹp,82315,74,7.78%,15858,2.35%,2.24%,Tier 2
CR978,Đức Channel 37,Thời trang & Làm đẹp,45524,35,11.90%,11900,5.39%,16.67%,Tier 3
CR979,Linh Official 29,Du lịch & Đời sống,52053,47,4.73%,9844,9.96%,18.44%,Tier 2
CR980,Tuấn Channel 62,Du lịch & Đời sống,1941252,82,7.31%,200482,6.47%,9.27%,Tier 1
CR981,Đức Beauty 29,Du lịch & Đời sống,73032,64,19.14%,9265,3.90%,5.57%,Tier 2
CR982,Hà Tv 88,Giáo dục & Kiến thức,3227,51,21.64%,1048,4.39%,23.50%,Mass
CR983,Đức Food 45,Thời trang & Làm đẹp,1297245,65,0.98%,395847,5.43%,1.88%,Tier 1
CR984,An Food 25,Giải trí,32203,22,17.81%,3378,8.75%,3.52%,Tier 3
CR985,Đức Studio 99,Ẩm thực,96317,46,2.00%,24558,5.00%,3.57%,Tier 2
CR986,Bình Review 25,Giải trí,30040,35,12.61%,9627,10.20%,9.21%,Tier 3
CR987,Lan Beauty 54,Ẩm thực,99263,67,19.11%,9500,4.65%,3.20%,Tier 2
CR988,Lan Official 51,Ẩm thực,2313056,35,6.72%,411513,8.65%,61.95%,Tier 2
CR989,Kiên Tips 25,Giải trí,31501,59,15.29%,2302,7.20%,14.50%,Tier 3
CR990,Linh Official 90,Du lịch & Đời sống,78704,33,18.46%,27271,6.63%,11.29%,Tier 2
CR991,Hà Vlog 51,Giải trí,29510,25,3.55%,4942,11.72%,5.22%,Tier 3
CR992,Kiều Beauty 71,Công nghệ,23566,55,-2.27%,2077,5.17%,28.38%,Tier 3
CR993,Bình Tech 92,Giáo dục & Kiến thức,19119,27,21.50%,3603,6.67%,29.49%,Tier 3
CR994,Kiều Tech 20,Công nghệ,40909,31,19.05%,4149,2.97%,6.14%,Tier 3
CR995,An Studio 78,Giải trí,441859,8,14.28%,70051,3.79%,28.18%,Tier 2
CR996,An Makeup 73,Giáo dục & Kiến thức,39940,19,5.56%,9670,1.73%,12.41%,Tier 3
CR997,Lan Official 87,Du lịch & Đời sống,1869274,104,-2.80%,373974,3.50%,43.92%,Tier 1
CR998,Tuấn Studio 30,Ẩm thực,16759,45,3.90%,2932,9.82%,28.72%,Tier 3
CR999,Bình Vlog 61,Thời trang & Làm đẹp,2277721,103,8.08%,318233,6.09%,2.25%,Tier 1
CR1000,Hoàng Beauty 65,Ẩm thực,98796,31,14.32%,12077,10.89%,4.86%,Tier 2
